Chromosome, region start, region end, length, peak positon
3,103970025,103971700,1675,103971087
3,106375150,106375975,825,106375237
3,106380450,106381750,1300,106381162
3,107229400,107230325,925,107230187
3,107586425,107587875,1450,107587162
3,108122075,108122750,675,108122437
3,108353725,108354950,1225,108354562
3,108818175,108819650,1475,108818837
3,108821875,108824200,2325,108822337
3,109467950,109469800,1850,109468762
3,112564550,112565350,800,112564912
3,115897125,115898075,950,115897687
3,115906675,115907650,975,115907187
3,116751600,116752625,1025,116751887
3,117369950,117370625,675,117370137
3,120805375,120806350,975,120805737
3,120815150,120815900,750,120815737
3,121564375,121565750,1375,121564687
3,121746600,121747500,900,121747137
3,122782975,122783625,650,122783387
3,127781625,127782475,850,127782062
3,129191525,129192225,700,129191762
3,129750250,129751225,975,129750412
3,130905825,130907100,1275,130906337
3,131087925,131088575,650,131087987
3,131100275,131100925,650,131100712
3,131160575,131161375,800,131160762
3,131480700,131481900,1200,131481187
3,131484625,131485475,850,131485162
3,132886475,132888175,1700,132887362
3,133288000,133288775,775,133288087
3,133314175,133315050,875,133314737
3,133316075,133316725,650,133316112
3,133746750,133747775,1025,133747087
3,134172825,134173500,675,134173112
3,134176650,134177425,775,134177387
3,135100675,135101500,825,135101037
3,135428175,135429050,875,135428962
3,135435175,135435850,675,135435462
3,135487575,135489100,1525,135488337
3,135490025,135491550,1525,135490712
3,135704425,135705250,825,135704987
3,135706300,135707075,775,135706512
3,136054025,136054975,950,136054112
3,136608550,136609200,650,136609062
3,137218075,137218950,875,137218262
3,137789750,137790900,1150,137790437
3,138593075,138594425,1350,138593612
3,139024325,139025150,825,139024762
3,141402475,141403400,925,141402687
3,142455850,142456900,1050,142456187
3,142588225,142588900,675,142588537
3,142602225,142603225,1000,142602837
3,142630525,142631550,1025,142631112
3,144351200,144353375,2175,144352137
3,144426325,144429375,3050,144427012
3,144524775,144525400,625,144525012
3,144546375,144547350,975,144547087
3,144554750,144556700,1950,144555937
3,144560150,144561625,1475,144560862
3,144842300,144842925,625,144842837
3,144878025,144879300,1275,144878737
3,145045500,145046575,1075,145045962
3,145586425,145587450,1025,145587062
3,146340350,146341275,925,146340462
3,148053600,148054525,925,148054037
3,148056800,148057800,1000,148057087
3,148925825,148926475,650,148925912
3,148988725,148991625,2900,148990237
3,153291650,153293400,1750,153292312
3,153319175,153320000,825,153319712
3,153329475,153330950,1475,153330312
3,153596150,153597950,1800,153597037
3,153755675,153756450,775,153755912
3,153848975,153849625,650,153849612
3,154113750,154114500,750,154114087
3,156497050,156497925,875,156497312
3,157501900,157502950,1050,157502487
3,158566475,158567325,850,158566512
4,3563825,3564950,1125,3564687
4,4154950,4156275,1325,4155662
4,4163375,4164125,750,4163662
4,4476800,4477700,900,4477587
4,5537300,5538100,800,5537837
4,5674775,5675400,625,5675062
4,5676150,5677150,1000,5676812
4,5690375,5692100,1725,5690887
4,5841625,5842875,1250,5842537
4,6296700,6297875,1175,6297187
4,6446400,6447050,650,6446587
4,8325875,8326775,900,8326687
4,8813800,8814800,1000,8814262
4,10361275,10362275,1000,10361887
4,10938575,10939725,1150,10939537
4,10963725,10964500,775,10963837
4,11101350,11102550,1200,11102462
4,11102875,11104025,1150,11102887
4,11104725,11112375,7650,11110412
4,11390125,11390825,700,11390787
4,11770050,11771150,1100,11770837
4,12370875,12373025,2150,12372187
4,12930800,12931475,675,12930912
4,13733850,13734475,625,13733862
4,16053325,16053975,650,16053587
4,16471825,16472550,725,16471987
4,16558950,16559750,800,16559162
4,16789550,16790175,625,16789887
4,18324100,18325100,1000,18324837
4,18364225,18365150,925,18364837
4,18400600,18401475,875,18401012
4,18408400,18409400,1000,18408962
4,19888575,19889350,775,19888737
4,21769875,21771175,1300,21770737
4,22137750,22138800,1050,22137812
4,22345675,22346600,925,22345962
4,22580550,22581150,600,22581037
4,23283500,23284450,950,23284187
4,23713300,23714700,1400,23713987
4,24666900,24667825,925,24667337
4,25803100,25803800,700,25803487
4,25906200,25907225,1025,25906962
4,25944750,25945525,775,25945112
4,26260100,26260900,800,26260337
4,26390500,26391475,975,26391087
4,27033150,27035100,1950,27034712
4,29198550,29199275,725,29198862
4,32495625,32496400,775,32495737
4,33108450,33109325,875,33108662
4,33222625,33223450,825,33223037
4,33359975,33360975,1000,33360037
4,33597175,33597900,725,33597737
4,33879275,33881275,2000,33879762
4,34538975,34539575,600,34539187
4,34696400,34697275,875,34696962
4,34731100,34731825,725,34731462
4,34907850,34908700,850,34908337
4,35565450,35566150,700,35565812
4,35767150,35768725,1575,35768112
4,38696225,38696925,700,38696537
4,39582900,39583675,775,39583462
4,40250025,40250925,900,40250562
4,40710500,40711450,950,40710887
4,40736175,40736850,675,40736362
4,40781475,40783050,1575,40782237
4,41640950,41643300,2350,41641437
4,41649050,41650875,1825,41649862
4,42937475,42938450,975,42938187
4,43318150,43319025,875,43318262
4,43356775,43359325,2550,43357212
4,43560250,43566850,6600,43564037
4,44723925,44725050,1125,44724962
4,45402900,45403975,1075,45403262
4,45550300,45551350,1050,45550637
4,47076700,47078150,1450,47077662
4,48065350,48066700,1350,48066162
4,48528675,48529525,850,48529412
4,48595050,48596175,1125,48595512
4,48645325,48646325,1000,48645362
4,48703625,48705050,1425,48704337
4,48707625,48709175,1550,48709112
4,48842900,48843550,650,48843112
4,51319875,51320825,950,51320062
4,53080500,53081275,775,53080637
4,53147525,53148175,650,53147662
4,53313350,53314350,1000,53313587
4,53315200,53316850,1650,53315387
4,53363175,53364675,1500,53364012
4,53823475,53824475,1000,53824062
4,53828750,53829650,900,53829087
4,53968750,53969575,825,53969237
4,54034575,54035575,1000,54035462
4,54091050,54092225,1175,54091612
4,55005675,55007650,1975,55007137
4,55015375,55024475,9100,55024462
4,55024850,55033100,8250,55028862
4,55045100,55045825,725,55045362
4,55154125,55155550,1425,55155287
4,55156650,55157325,675,55156937
4,56938025,56938675,650,56938637
4,57925125,57926025,900,57925437
4,57937050,57937700,650,57937087
4,57975625,57979025,3400,57976537
4,58076650,58077650,1000,58076737
4,59005775,59006400,625,59006262
4,59532075,59533075,1000,59532712
4,59544750,59545600,850,59545262
4,60084425,60086200,1775,60085362
4,60203675,60204375,700,60203887
4,60453575,60454475,900,60453737
4,61309175,61310175,1000,61309412
4,61404800,61405775,975,61405262
4,61453100,61454100,1000,61453387
4,61489650,61490725,1075,61490312
4,61510675,61512575,1900,61511937
4,61622525,61623400,875,61623012
4,61701900,61705025,3125,61703137
4,61897475,61898425,950,61898012
4,61936775,61937475,700,61936837
4,62884325,62885500,1175,62884837
4,63058275,63060525,2250,63059662
4,63063525,63064525,1000,63064512
4,63065150,63065750,600,63065162
4,63913150,63913750,600,63913262
4,69208375,69209200,825,69208937
4,69880250,69881600,1350,69880737
4,70151275,70152025,750,70151387
4,71120775,71121825,1050,71121062
4,71365325,71366175,850,71365812
4,73922900,73924300,1400,73923462
4,74782875,74783500,625,74782912
4,75271800,75272525,725,75271812
4,78700625,78701400,775,78700637
4,80281650,80282650,1000,80282087
4,82878725,82879650,925,82879287
4,83455725,83456550,825,83455837
4,84354525,84355700,1175,84355412
4,85385125,85387575,2450,85386587
4,86273125,86274275,1150,86274062
4,86275800,86276575,775,86276262
4,88190300,88192775,2475,88192137
4,88654800,88655475,675,88654862
4,89110450,89111300,850,89110862
4,94542550,94543400,850,94542862
4,95539450,95540525,1075,95539787
4,95547950,95548550,600,95548137
4,95649225,95649850,625,95649412
4,97764125,97765050,925,97764662
4,97766975,97767625,650,97767312
4,98308725,98309675,950,98309262
4,98340500,98343250,2750,98341287
4,98358400,98359400,1000,98358637
4,100567325,100567925,600,100567587
4,100945150,100945900,750,100945212
4,101381425,101387250,5825,101386462
4,102380750,102381350,600,102381037
4,102393975,102394975,1000,102394412
4,102666150,102666925,775,102666562
4,103334700,103335325,625,103335037
4,104145850,104147300,1450,104146762
4,104925425,104926850,1425,104925962
4,104934075,104936100,2025,104935587
4,104941950,104943175,1225,104942462
4,105883750,105891025,7275,105890062
4,105894450,105897100,2650,105895462
4,106932350,106934325,1975,106933112
4,107300250,107301225,975,107300887
4,107640175,107640850,675,107640612
4,107653375,107654425,1050,107653762
4,107780375,107782000,1625,107781212
4,107788800,107791275,2475,107790162
4,107802975,107805250,2275,107803787
4,109192800,109194075,1275,109193387
4,109475075,109475975,900,109475837
4,109482100,109482700,600,109482212
4,110717575,110718500,925,110717737
4,111588850,111589850,1000,111589512
4,114667600,114668275,675,114667762
4,114729925,114731000,1075,114730187
4,115476375,115477000,625,115476637
4,116652625,116653525,900,116653487
4,116687975,116690075,2100,116689462
4,116914975,116916900,1925,116915387
4,116999600,117000200,600,116999612
4,117194850,117196025,1175,117195512
4,117424900,117426175,1275,117425537
4,118088150,118088850,700,118088637
4,118175800,118176400,600,118176162
4,118241950,118242575,625,118242212
4,118491575,118494325,2750,118492187
4,118607725,118608450,725,118607762
4,118731375,118731975,600,118731387
4,119060900,119061650,750,119061237
4,119530325,119531175,850,119530562
4,119765925,119766950,1025,119766737
4,120080275,120081950,1675,120081212
4,120667575,120669800,2225,120668637
4,120670250,120671400,1150,120670737
4,120676000,120677000,1000,120676512
4,121152475,121153925,1450,121153362
4,121513525,121514225,700,121514112
4,121580500,121582175,1675,121581362
4,124161625,124162275,650,124161637
4,125499825,125500875,1050,125500237
4,126111600,126112425,825,126112037
4,126237650,126238525,875,126237937
4,127314850,127315675,825,127314987
4,127375750,127376800,1050,127376237
4,127380475,127381400,925,127380862
4,128083000,128085100,2100,128085087
4,128087125,128087975,850,128087862
4,128580600,128582350,1750,128581512
4,129487000,129488075,1075,129488062
4,130202525,130205100,2575,130204262
4,130206400,130207175,775,130206812
4,131624525,131625150,625,131625012
4,132396125,132397175,1050,132396662
4,132743200,132743800,600,132743437
4,134269925,134270525,600,134270337
4,134426075,134427325,1250,134426212
4,134699575,134700550,975,134700062
4,134802075,134803225,1150,134802562
4,134883275,134884350,1075,134883487
4,135544775,135545975,1200,135545387
4,135804075,135804900,825,135804587
4,137265900,137266875,975,137265912
4,137599975,137601175,1200,137600312
4,137667400,137668225,825,137667937
4,137688475,137689875,1400,137689012
4,138067200,138068775,1575,138068312
4,139104250,139105400,1150,139105112
4,139106350,139107075,725,139106437
4,139109175,139110425,1250,139109762
4,139233125,139233825,700,139233162
4,139312275,139313550,1275,139312912
4,139415100,139415725,625,139415662
4,139517225,139518075,850,139518062
4,139914300,139915275,975,139914337
4,140094825,140096700,1875,140096412
4,140210175,140211075,900,140210287
4,140215850,140216875,1025,140216237
4,140279675,140281100,1425,140280287
4,140281750,140282675,925,140282137
4,140532925,140533750,825,140533462
4,141125300,141127125,1825,141126187
4,141433600,141434625,1025,141434012
4,142469850,142470675,825,142470462
4,142616550,142617925,1375,142616862
4,142660600,142661575,975,142661212
4,142680150,142681325,1175,142680162
4,144159900,144160950,1050,144160612
4,144632325,144632925,600,144632862
4,144666750,144667750,1000,144666762
4,144713400,144715425,2025,144713712
4,145338550,145339500,950,145338762
4,145404900,145405775,875,145405187
4,145497100,145499150,2050,145497712
4,145499500,145500725,1225,145499937
4,145500975,145501950,975,145501187
4,145604450,145605950,1500,145605137
4,146031200,146031975,775,146031412
4,146113375,146114500,1125,146113712
4,146252100,146252875,775,146252112
4,146259700,146260400,700,146260362
4,146308350,146312950,4600,146311137
4,146314800,146316600,1800,146315612
4,146317100,146318750,1650,146318062
4,146330225,146334425,4200,146332662
4,146380150,146381000,850,146380337
4,146713100,146713725,625,146713162
4,146715775,146716575,800,146716187
4,147496450,147497850,1400,147497212
4,148430425,148431100,675,148431062
4,148616850,148617675,825,148617287
4,148991575,148992450,875,148992162
4,149024850,149026425,1575,149025237
4,149903475,149904100,625,149903787
4,149972525,149973600,1075,149973062
4,149988050,149989200,1150,149988062
4,149990125,149990775,650,149990387
4,149991125,149992625,1500,149991912
4,150169025,150169900,875,150169412
4,150764725,150765850,1125,150764962
4,151345925,151348200,2275,151346887
4,151990225,151991250,1025,151990937
4,151997275,151998025,750,151997287
4,152316800,152317400,600,152317012
4,152475575,152476575,1000,152476187
4,152983125,152984050,925,152983862
4,153479275,153480225,950,153479337
4,153484475,153485950,1475,153485062
4,153804125,153805500,1375,153804562
4,153814050,153818075,4025,153815887
4,154519375,154520325,950,154519737
4,154527375,154528300,925,154527987
4,154528875,154529650,775,154529262
4,154530250,154531250,1000,154530612
4,154979625,154980975,1350,154980437
4,154981750,154983450,1700,154982387
4,154998500,155000250,1750,154998962
4,155005050,155008550,3500,155005962
4,155010225,155011350,1125,155010312
4,155015175,155017850,2675,155015987
4,155019700,155024000,4300,155022687
4,155024450,155027275,2825,155025437
5,3104900,3106100,1200,3105212
5,3187175,3188175,1000,3188062
5,4324250,4325200,950,4324912
5,4762000,4764175,2175,4762837
5,7760725,7761425,700,7760887
5,8468900,8470450,1550,8469187
5,8741175,8741800,625,8741637
5,10511800,10512675,875,10512112
5,12725575,12726325,750,12726062
5,12853850,12856800,2950,12855462
5,15288400,15289000,600,15288412
5,17592325,17593275,950,17592612
5,17961625,17962250,625,17961862
5,17963525,17964575,1050,17964037
5,18072525,18073600,1075,18072787
5,18615800,18616525,725,18615862
5,18664625,18665275,650,18664937
5,19983650,19984600,950,19984237
5,20202150,20207525,5375,20205862
5,20224350,20226675,2325,20226087
5,20228075,20229850,1775,20229037
5,20755250,20756125,875,20756062
5,21856725,21857525,800,21857037
5,21938350,21938950,600,21938537
5,22257425,22258675,1250,22258012
5,22916075,22917175,1100,22916837
5,23212950,23216925,3975,23213862
5,23217275,23220150,2875,23218812
5,23221825,23223350,1525,23223062
5,23361975,23363100,1125,23362987
5,23363400,23364625,1225,23363937
5,23419375,23420400,1025,23419887
5,24169450,24170075,625,24169537
5,24188975,24189600,625,24189462
5,24239675,24241200,1525,24240662
5,24610675,24611950,1275,24611512
5,25057575,25058525,950,25058387
5,25327725,25328525,800,25328137
5,26764275,26765200,925,26764687
5,27084750,27085600,850,27085237
5,28498475,28499100,625,28499087
5,28767150,28768150,1000,28767862
5,28789250,28789925,675,28789262
5,28795550,28796250,700,28795612
5,29393125,29393975,850,29393587
5,29804375,29805650,1275,29804912
5,30130150,30130750,600,30130412
5,30140450,30142350,1900,30141612
5,30377175,30378450,1275,30377187
5,30435875,30436600,725,30436162
5,30560800,30561850,1050,30561462
5,30562175,30563025,850,30562962
5,30937175,30939050,1875,30938112
5,31369400,31370300,900,31369812
5,31907625,31908300,675,31907637
5,32859625,32862550,2925,32860712
5,32981675,32982750,1075,32982137
5,32985075,32987525,2450,32986362
5,33643750,33644700,950,33644112
5,33649800,33651875,2075,33651237
5,34038875,34040750,1875,34039137
5,34137850,34138725,875,34138137
5,34299675,34300950,1275,34300412
5,35705925,35706525,600,35705937
5,35714525,35715350,825,35714537
5,38109125,38109775,650,38109412
5,38111825,38112525,700,38112287
5,38217275,38217975,700,38217637
5,38417525,38418650,1125,38418037
5,38422800,38424350,1550,38423362
5,38692525,38694150,1625,38693312
5,38764275,38765625,1350,38764712
5,38782425,38784450,2025,38783912
5,43637750,43639025,1275,43638212
5,44115850,44117150,1300,44116462
5,44124125,44125925,1800,44124637
5,44144625,44148925,4300,44146137
5,45905600,45906225,625,45906012
5,45950250,45951775,1525,45951012
5,46087675,46088925,1250,46088262
5,46101675,46103250,1575,46102512
5,46104525,46105350,825,46105112
5,46110025,46111025,1000,46110462
5,46111300,46112350,1050,46111712
5,48272700,48274050,1350,48272712
5,50607450,50608175,725,50607737
5,52401950,52403225,1275,52403037
5,52807275,52808250,975,52807762
5,52853475,52854450,975,52853812
5,53317025,53317950,925,53317737
5,53961975,53963250,1275,53962912
5,58922100,58922800,700,58922587
5,60152900,60153525,625,60152987
5,60236475,60237175,700,60236487
5,62514550,62515825,1275,62515287
5,63927975,63929050,1075,63928687
5,64291850,64292525,675,64291937
5,64309025,64309925,900,64309437
5,64394200,64396050,1850,64395662
5,64438300,64439700,1400,64439162
5,64704375,64705350,975,64704612
5,64843850,64844925,1075,64844637
5,65132900,65135875,2975,65133962
5,65167825,65168725,900,65168062
5,65175650,65176875,1225,65176212
5,65186250,65186875,625,65186387
5,65189475,65190675,1200,65189987
5,66580950,66581825,875,66581437
5,66903150,66904000,850,66903412
5,67727100,67727975,875,67727612
5,68125500,68126125,625,68125862
5,72355625,72356500,875,72356212
5,73442400,73443150,750,73442862
5,73745500,73746200,700,73745962
5,74082825,74083725,900,74083212
5,75268025,75269750,1725,75268912
5,75271950,75273350,1400,75272787
5,75586000,75587000,1000,75586312
5,75909025,75909625,600,75909312
5,76089625,76090450,825,76089812
5,76259300,76260275,975,76259662
5,76362100,76362750,650,76362687
5,77298750,77299525,775,77299462
5,77349875,77350775,900,77350212
5,77502150,77503050,900,77502637
5,77732150,77733425,1275,77732612
5,78092075,78093675,1600,78092937
5,78098050,78099625,1575,78099012
5,78169575,78170250,675,78169812
5,78200875,78201525,650,78201512
5,78202850,78203550,700,78203137
5,78282475,78283950,1475,78283187
5,78483250,78484375,1125,78483887
5,80897200,80900825,3625,80898062
5,82096700,82097450,750,82096912
5,83952300,83953275,975,83952462
5,84526125,84526775,650,84526237
5,85453425,85454125,700,85453712
5,87930550,87931550,1000,87931062
5,88350350,88351325,975,88350762
5,89782725,89783575,850,89782937
5,90957800,90958400,600,90958337
5,93061075,93062050,975,93061262
5,93549950,93551375,1425,93550562
5,93557425,93558425,1000,93557787
5,94119400,94120775,1375,94119662
5,97457125,97458200,1075,97457387
5,98494675,98495350,675,98494687
5,99156500,99157500,1000,99156812
5,99969075,99970100,1025,99969512
5,100054700,100055925,1225,100055087
5,100591000,100591825,825,100591237
5,100764925,100767425,2500,100765462
5,101292700,101293500,800,101292962
5,102005125,102006225,1100,102005562
5,102078050,102079450,1400,102078537
5,102438350,102439450,1100,102438912
5,103588350,103589675,1325,103588887
5,103649675,103650300,625,103649937
5,103659675,103660625,950,103659912
5,104176100,104177175,1075,104177062
5,104185725,104186725,1000,104186212
5,104190025,104191625,1600,104191037
5,104428075,104428700,625,104428187
5,104432825,104433900,1075,104433262
5,104601075,104602025,950,104601737
5,104696500,104698950,2450,104697262
5,104818650,104819650,1000,104818862
5,104821475,104825200,3725,104824287
5,104825500,104826250,750,104826137
5,104827125,104831200,4075,104829762
5,104980825,104982150,1325,104981387
5,105066925,105068875,1950,105067812
5,105093675,105095550,1875,105094587
5,105162050,105164250,2200,105162937
5,105230125,105230975,850,105230562
5,105353525,105354525,1000,105353962
5,105629125,105630150,1025,105629812
5,105664900,105666150,1250,105665487
5,105784200,105785650,1450,105784937
5,105786375,105787300,925,105786437
5,105952450,105955925,3475,105954587
5,105956375,105964675,8300,105963662
5,105969350,105972275,2925,105970537
5,106172300,106173475,1175,106173137
5,109014850,109015800,950,109015412
5,109228050,109228975,925,109228612
5,109765875,109766750,875,109766087
5,109791600,109792325,725,109792212
5,109902675,109903300,625,109903262
5,110135675,110136600,925,110136062
5,110149325,110150400,1075,110149837
5,110173825,110174850,1025,110174487
5,110175825,110176825,1000,110176112
5,110177400,110178850,1450,110177912
5,110372775,110375475,2700,110375262
5,110432325,110435450,3125,110434537
5,110439975,110441900,1925,110440587
5,111036300,111036975,675,111036512
5,111219025,111219925,900,111219187
5,111596050,111596725,675,111596587
5,111873325,111874250,925,111873812
5,111908950,111909950,1000,111909287
5,112744175,112745175,1000,112744487
5,112920450,112921775,1325,112921687
5,113144800,113145700,900,113145562
5,113583750,113584550,800,113584537
5,113860200,113860925,725,113860737
5,113876750,113877400,650,113877037
5,113941400,113942275,875,113942037
5,114824125,114825175,1050,114824762
5,115063575,115064300,725,115064112
5,115081175,115084000,2825,115083112
5,116538475,116539300,825,116538762
5,117580250,117581050,800,117580312
5,117651850,117655625,3775,117653737
5,117660750,117662500,1750,117662362
5,118288975,118290050,1075,118289487
5,118430750,118431750,1000,118430787
5,118432000,118433050,1050,118432387
5,118611050,118612500,1450,118611912
5,119980325,119981175,850,119980662
5,120876225,120876975,750,120876962
5,120892400,120893400,1000,120892687
5,120971600,120972350,750,120971712
5,121091075,121092225,1150,121091262
5,121154075,121154950,875,121154387
5,122405300,122405900,600,122405562
5,122444825,122446150,1325,122445187
5,122907700,122909800,2100,122908937
5,122973075,122973700,625,122973437
5,123944100,123945625,1525,123944712
5,124199050,124199800,750,124199312
5,124371450,124372275,825,124372212
5,124529950,124532250,2300,124531362
5,124535475,124537425,1950,124536987
5,125678125,125679250,1125,125679112
5,126076075,126077025,950,126076412
5,126341300,126342200,900,126341812
5,126368825,126370600,1775,126370412
5,127045250,127045975,725,127045637
5,127248050,127249800,1750,127249187
5,127929650,127930500,850,127929837
5,127946900,127947875,975,127947287
5,127966000,127968675,2675,127966787
5,128910375,128911250,875,128910462
5,129274925,129275600,675,129275237
5,129548725,129550700,1975,129549387
5,129630150,129630950,800,129630537
5,129751200,129752025,825,129751687
5,129945750,129948825,3075,129947187
5,129970800,129972625,1825,129971912
5,129973250,129974275,1025,129973787
5,131770300,131771175,875,131771087
5,131772600,131774600,2000,131773712
5,132825675,132826975,1300,132826362
5,133577525,133578150,625,133577862
5,134502425,134503200,775,134502437
5,134701800,134702475,675,134702312
5,134724075,134724750,675,134724662
5,134759575,134760575,1000,134760162
5,134760925,134761925,1000,134761737
5,135217600,135219000,1400,135218487
5,135221000,135222225,1225,135221012
5,135224325,135225225,900,135225212
5,135542150,135542925,775,135542737
5,136154300,136155050,750,136154412
5,136439200,136440175,975,136439462
5,137223075,137225350,2275,137224437
5,137231800,137232575,775,137232012
5,137232900,137234700,1800,137234687
5,137370350,137371250,900,137370587
5,138011425,138013100,1675,138011887
5,138041150,138042150,1000,138041662
5,138326650,138327400,750,138327362
5,138551325,138552350,1025,138551937
5,138553575,138554475,900,138554012
5,139008700,139009550,850,139009237
5,139464325,139465100,775,139464337
5,139541175,139541800,625,139541287
5,139800600,139801225,625,139800912
5,140160150,140161650,1500,140161012
5,140164175,140165200,1025,140165162
5,140269600,140270575,975,140269887
5,140590850,140591575,725,140591237
5,140899925,140901200,1275,140900787
5,142304075,142305925,1850,142305162
5,142316850,142317450,600,142317237
5,142321775,142323575,1800,142322487
5,143079475,143080750,1275,143079787
5,143392250,143393225,975,143393212
5,143393475,143396150,2675,143394537
5,143397775,143398950,1175,143398337
5,143442250,143443000,750,143442462
5,143471650,143472400,750,143472287
5,143518175,143519850,1675,143518387
5,143607675,143608575,900,143608112
5,143878675,143879800,1125,143878737
5,144799975,144800650,675,144800037
5,145555200,145556350,1150,145555537
5,145575900,145577050,1150,145576437
5,146055200,146055825,625,146055312
5,146479600,146481250,1650,146479762
5,146718075,146720075,2000,146719187
5,146750950,146751750,800,146751262
5,147203600,147204525,925,147203937
5,147920450,147923250,2800,147921912
5,148036075,148037150,1075,148036312
5,148107350,148108350,1000,148107562
5,148117200,148118550,1350,148117787
5,148121225,148123625,2400,148122962
5,148127975,148128675,700,148128437
5,148262850,148265150,2300,148264562
5,148459500,148460825,1325,148460137
5,148487750,148488475,725,148487812
5,148555525,148556625,1100,148556262
5,148755475,148756300,825,148756062
5,149053275,149054750,1475,149054187
5,149055975,149056850,875,149056337
5,149527600,149529375,1775,149528412
5,149859925,149861975,2050,149860187
5,149920400,149922400,2000,149921012
5,149998200,149999050,850,149998587
5,150862175,150863075,900,150862262
5,151501550,151502450,900,151501962
5,151941825,151942475,650,151942237
5,152001575,152002775,1200,152002362
6,3645550,3646525,975,3646112
6,3826650,3827425,775,3827062
6,4696200,4698300,2100,4697387
6,4705075,4705850,775,4705587
6,4869075,4877650,8575,4874237
6,4879050,4879950,900,4879787
6,4941950,4942800,850,4942462
6,5104475,5105875,1400,5105162
6,5247675,5248575,900,5247812
6,5419750,5421500,1750,5420912
6,5430325,5431950,1625,5431212
6,5556975,5557925,950,5557462
6,5795575,5796775,1200,5796062
6,5800725,5801500,775,5801062
6,6088300,6089075,775,6088812
6,6092600,6093450,850,6093012
6,6827775,6828850,1075,6828612
6,8645450,8646175,725,8645762
6,9666350,9667075,725,9666412
6,10870450,10871450,1000,10870862
6,13476925,13477650,725,13477212
6,14450575,14451175,600,14450637
6,14452850,14454050,1200,14453412
6,16464925,16465925,1000,16465337
6,16683650,16684300,650,16683687
6,17631175,17632375,1200,17631912
6,17980075,17980825,750,17980362
6,17981250,17982250,1000,17981537
6,20571550,20572550,1000,20571837
6,20578425,20579250,825,20578737
6,20780275,20780875,600,20780762
6,21165875,21166650,775,21166537
6,22385250,22386075,825,22385512
6,22635675,22636600,925,22636262
6,23040175,23040925,750,23040787
6,23197400,23198050,650,23197912
6,23788175,23789375,1200,23788762
6,24146800,24147950,1150,24147712
6,24290550,24295325,4775,24293987
6,24905700,24906500,800,24905887
6,28084225,28085025,800,28084587
6,29007275,29008650,1375,29007812
6,29129025,29130125,1100,29129212
6,29578725,29579475,750,29578962
6,29697150,29699200,2050,29698587
6,30685550,30686275,725,30685737
6,30888150,30889150,1000,30888312
6,31573550,31574150,600,31573612
6,31574525,31575275,750,31574737
6,31784775,31785600,825,31784912
6,32620650,32622025,1375,32621237
6,32764775,32765750,975,32765362
6,32847275,32848100,825,32847612
6,34119750,34123500,3750,34121162
6,37622675,37627475,4800,37624587
6,37657425,37658900,1475,37657962
6,37669525,37671125,1600,37669862
6,37675475,37677275,1800,37676487
6,37698900,37699725,825,37699662
6,37700975,37701925,950,37700987
6,37711625,37712275,650,37711937
6,37713125,37713850,725,37713337
6,37759975,37762375,2400,37760587
6,37763175,37765200,2025,37763612
6,37767325,37768350,1025,37767462
6,37777500,37778625,1125,37777987
6,37801875,37810200,8325,37806987
6,37863075,37867050,3975,37865112
6,38004425,38005075,650,38004737
6,38182500,38183825,1325,38182887
6,38212600,38214300,1700,38213062
6,38295375,38296375,1000,38295512
6,38565775,38566425,650,38566337
6,39238750,39240775,2025,39239287
6,39389500,39390300,800,39390212
6,41491600,41494475,2875,41492062
6,42092250,42093225,975,42092562
6,47954525,47955475,950,47954887
6,48826075,48826800,725,48826312
6,49200550,49202200,1650,49201312
6,49205150,49208575,3425,49207637
6,49208800,49209725,925,49208862
6,49345200,49347450,2250,49346937
6,50562975,50565175,2200,50564312
6,50566025,50567550,1525,50566512
6,52037050,52037650,600,52037462
6,52099675,52100900,1225,52100112
6,52155200,52155900,700,52155412
6,52189725,52190775,1050,52189862
6,52280400,52281700,1300,52281012
6,52439250,52440200,950,52439712
6,53133850,53134775,925,53134237
6,53217100,53218150,1050,53217362
6,53487825,53489950,2125,53488087
6,54257250,54257875,625,54257312
6,54880000,54882800,2800,54880837
6,55718175,55719150,975,55718712
6,57754525,57755125,600,57754537
6,58835125,58836375,1250,58836337
6,58836750,58837675,925,58836762
6,60287050,60288600,1550,60287812
6,60290650,60293175,2525,60291637
6,60809750,60810350,600,60809937
6,64945150,64946050,900,64945187
6,64946800,64948125,1325,64947437
6,64949000,64950125,1125,64949037
6,64961075,64962300,1225,64961787
6,65199250,65200050,800,65199812
6,65601250,65602300,1050,65601687
6,66518650,66520975,2325,66520137
6,67513025,67513650,625,67513412
6,67612400,67613300,900,67612862
6,67810125,67810825,700,67810312
6,68520800,68521400,600,68520962
6,68741225,68742600,1375,68741912
6,70085775,70086775,1000,70086037
6,70886425,70887500,1075,70886437
6,71563475,71564525,1050,71563812
6,71883275,71885175,1900,71884012
6,71890200,71891500,1300,71890812
6,71966775,71967900,1125,71967087
6,72309500,72310325,825,72309737
6,72875750,72876925,1175,72876187
6,79194775,79195775,1000,79195162
6,80963700,80964300,600,80963837
6,81698075,81698925,850,81698212
6,82157725,82158375,650,82157862
6,82269775,82270500,725,82270262
6,82661175,82661825,650,82661637
6,82673700,82674825,1125,82674112
6,83034300,83035275,975,83035212
6,83052050,83052925,875,83052262
6,83676775,83678200,1425,83677537
6,84251850,84252600,750,84252162
6,85477950,85479100,1150,85478762
6,85834200,85835925,1725,85834462
